customer_id,recommended_action,action_reason,clv_category,risk_category,expected_clv_12m
C105871,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,78325.37
C105872,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,551559.54
C105873,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,233655.43
C105874,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,11789.26
C105875,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,459117.98
C105876,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,285948.97
C105878,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,5990.46
C105879,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,20091.18
C105880,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,943.55
C105881,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,16972.36
C105882,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,46542.15
C105883,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,24064.52
C105884,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,11914.66
C105885,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,9874.48
C105886,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,770343.89
C105887,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,122388.11
C105888,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,765466.97
C105889,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,10899.2
C105890,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,320.56
C105891,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,222493.36
C105892,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,104108.75
C105893,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,148135.83
C105894,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,150735.63
C105895,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,31820.05
C105896,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,40380.41
C105897,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.7/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Low,22713.17
C105898,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,326093.42
C105899,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,34772.8
C105900,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1303.63
C105901,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,544098.33
C105902,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,105388.89
C105903,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,501234.79
C105904,CROSS_SELL,Purchases across 4 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,101679.07
C105905,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,14692.55
C105906,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,13901.02
C105907,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,682208.11
C105908,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,262272.51
C105909,CROSS_SELL,Purchases across 12 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,12081.46
C105910,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,732085.42
C105911,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,173112.21
C105913,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,113767.27
C105914,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,24885.34
C105915,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,16984.81
C105916,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,112418.93
C105917,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,28246.23
C105918,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,145594.19
C105919,CROSS_SELL,Purchases across 10 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,37529.18
C105920,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1063.66
C105921,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,252937.45
C105922,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,54317.52
C105923,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,804526.35
C105924,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,497.86
C105925,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,124945.36
C105926,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,37316.01
C105927,CROSS_SELL,Purchases across 9 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,33312.7
C105928,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,326071.52
C105929,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,289.82
C105930,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,497112.62
C105931,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,97121.02
C105932,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,77138.35
C105933,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1265.03
C105934,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,10530.51
C105935,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,354.29
C105936,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.7/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,30252.83
C105937,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2406.75
C105938,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,15161.19
C105939,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,328.16
C105940,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,441.54
C105941,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,29538.65
C105942,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,467783.82
C105943,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,657706.64
C105944,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,123553.5
C105945,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,29099.86
C105946,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,451292.0
C105947,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,17589.98
C105948,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,70996.6
C105949,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,103397.83
C105950,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,649.51
C105951,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,5678.57
C105952,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,70868.49
C105953,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,23610.21
C105954,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,7003.36
C105955,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,12718.87
C105956,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,316119.18
C105957,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,12787.48
C105958,CROSS_SELL,Purchases across 7 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,41816.6
C105959,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,493196.38
C105960,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Low,39344.12
C105961,CROSS_SELL,Purchases across 12 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,31360.89
C105962,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,136311.93
C105963,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,92517.44
C105964,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,663339.79
C105965,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,627067.78
C105966,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,54574.71
C105967,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,60066.28
C105968,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,3282.6
C105969,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,515.07
C105970,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,158781.59
C105971,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,8869.39
C105972,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,5940.14
C105973,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,460.07
C105974,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,352029.06
C105975,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,178024.26
C105976,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,398.58
C105977,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,101658.98
C105978,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,650574.97
C105979,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,33756.57
C105980,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,27480.64
C105981,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,8518.08
C105982,CROSS_SELL,Purchases across 11 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,68909.77
C105983,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,9677.23
C105984,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,111840.77
C105985,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2365.66
C105986,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,169021.69
C105987,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,642493.55
C105988,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,4444.26
C105989,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,27575.62
C105990,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.5/5) -- prioritize a service-recovery touchpoint before any commercial offer.,High,Medium,79108.45
C105991,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,103955.11
C105992,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,9107.96
C105993,CROSS_SELL,Purchases across 10 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,36858.23
C105994,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,4890.94
C105995,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,71718.67
C105996,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,261359.7
C105997,CROSS_SELL,Purchases across 10 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,39345.75
C105998,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,385.69
C105999,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,225428.4
C106000,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,284398.99
C106001,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,6798.78
C106002,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,14933.58
C106003,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,21140.44
C106004,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,20842.53
C106005,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1451.55
C106006,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,6269.8
C106007,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,725277.31
C106008,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,269604.5
C106009,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,69378.27
C106010,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,783089.71
C106011,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,98446.79
C106012,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,131672.08
C106013,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,693906.16
C106014,CROSS_SELL,Purchases across 2 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,39280.3
C106015,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,140745.84
C106016,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,27570.76
C106017,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,13987.89
C106018,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,134180.44
C106019,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,239255.78
C106020,CROSS_SELL,Purchases across 9 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,33531.55
C106021,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,23822.94
C106022,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,89836.13
C106023,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2800.53
C106024,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.5/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,34165.89
C106025,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,280678.44
C106026,CROSS_SELL,Purchases across 10 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,46906.89
C106027,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,77505.24
C106028,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,3903.82
C106030,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,349.92
C106031,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,3525.5
C106032,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,623246.48
C106033,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,170038.21
C106034,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,11666.63
C106035,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,337130.02
C106036,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,30569.55
C106037,CROSS_SELL,Purchases across 9 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,41768.8
C106038,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,10631.36
C106039,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,861179.32
C106040,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,581753.46
C106041,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,4196.45
C106043,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,232765.37
C106044,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,74004.17
C106045,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,68942.88
C106046,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,463494.82
C106047,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,701771.67
C106048,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,115088.28
C106049,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,583195.84
C106050,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,88050.29
C106051,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,893.88
C106052,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1251.1
C106053,CROSS_SELL,Purchases across 7 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,45810.94
C106054,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,575459.09
C106056,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,373163.54
C106057,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,704275.98
C106058,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2482.06
C106059,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,2975.6
C106060,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,253772.62
C106061,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,111977.4
C106062,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,High,Medium,66276.68
C106063,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,621.36
C106064,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,184440.43
C106065,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,20191.66
C106066,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,1100.17
C106067,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,57540.44
C106068,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,976730.45
C106069,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,21393.68
C106070,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,115707.68
C106071,CROSS_SELL,Purchases across 12 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,50533.91
C106072,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,14712.44
C106073,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,298743.2
C106074,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,154914.56
C106075,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,67877.3
